genre,track_name,preview_url,location,filename,artist,artist_uri,album,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
neo classical metal,Alison Hell,https://p.scdn.co/mp3-preview/561d74d543cba1e0c503017b7c9d5521306519f0?cid=b82fb22d072d4120850c99225ff01644,./scrapes/neo classical metal/Alison Hell.mp3,Alison Hell.mp3,Annihilator,spotify:artist:0L8QRAAuWjqvTM8FpQ1gYO,Alice In Hell,1989,0.365,0.978,9,-6.314,1,0.0698,0.00016,0.00241,0.206,0.108,101.886,0.365,0.978,9,-6.314,1,0.0698,0.00016,0.00241,0.206,0.108,101.886
old school thrash,Alison Hell,https://p.scdn.co/mp3-preview/561d74d543cba1e0c503017b7c9d5521306519f0?cid=b82fb22d072d4120850c99225ff01644,./scrapes/old school thrash/Alison Hell.mp3,Alison Hell.mp3,Annihilator,spotify:artist:0L8QRAAuWjqvTM8FpQ1gYO,Alice In Hell,1989,0.365,0.978,9,-6.314,1,0.0698,0.00016,0.00241,0.206,0.108,101.886,0.365,0.978,9,-6.314,1,0.0698,0.00016,0.00241,0.206,0.108,101.886
power metal,Alison Hell,https://p.scdn.co/mp3-preview/561d74d543cba1e0c503017b7c9d5521306519f0?cid=b82fb22d072d4120850c99225ff01644,./scrapes/power metal/Alison Hell.mp3,Alison Hell.mp3,Annihilator,spotify:artist:0L8QRAAuWjqvTM8FpQ1gYO,Alice In Hell,1989,0.365,0.978,9,-6.314,1,0.0698,0.00016,0.00241,0.206,0.108,101.886,0.365,0.978,9,-6.314,1,0.0698,0.00016,0.00241,0.206,0.108,101.886
progressive metal,Alison Hell,https://p.scdn.co/mp3-preview/561d74d543cba1e0c503017b7c9d5521306519f0?cid=b82fb22d072d4120850c99225ff01644,./scrapes/progressive metal/Alison Hell.mp3,Alison Hell.mp3,Annihilator,spotify:artist:0L8QRAAuWjqvTM8FpQ1gYO,Alice In Hell,1989,0.365,0.978,9,-6.314,1,0.0698,0.00016,0.00241,0.206,0.108,101.886,0.365,0.978,9,-6.314,1,0.0698,0.00016,0.00241,0.206,0.108,101.886
speed metal,Alison Hell,https://p.scdn.co/mp3-preview/561d74d543cba1e0c503017b7c9d5521306519f0?cid=b82fb22d072d4120850c99225ff01644,./scrapes/speed metal/Alison Hell.mp3,Alison Hell.mp3,Annihilator,spotify:artist:0L8QRAAuWjqvTM8FpQ1gYO,Alice In Hell,1989,0.365,0.978,9,-6.314,1,0.0698,0.00016,0.00241,0.206,0.108,101.886,0.365,0.978,9,-6.314,1,0.0698,0.00016,0.00241,0.206,0.108,101.886
technical groove metal,Alison Hell,https://p.scdn.co/mp3-preview/561d74d543cba1e0c503017b7c9d5521306519f0?cid=b82fb22d072d4120850c99225ff01644,./scrapes/technical groove metal/Alison Hell.mp3,Alison Hell.mp3,Annihilator,spotify:artist:0L8QRAAuWjqvTM8FpQ1gYO,Alice In Hell,1989,0.365,0.978,9,-6.314,1,0.0698,0.00016,0.00241,0.206,0.108,101.886,0.365,0.978,9,-6.314,1,0.0698,0.00016,0.00241,0.206,0.108,101.886
thrash metal,Alison Hell,https://p.scdn.co/mp3-preview/561d74d543cba1e0c503017b7c9d5521306519f0?cid=b82fb22d072d4120850c99225ff01644,./scrapes/thrash metal/Alison Hell.mp3,Alison Hell.mp3,Annihilator,spotify:artist:0L8QRAAuWjqvTM8FpQ1gYO,Alice In Hell,1989,0.365,0.978,9,-6.314,1,0.0698,0.00016,0.00241,0.206,0.108,101.886,0.365,0.978,9,-6.314,1,0.0698,0.00016,0.00241,0.206,0.108,101.886
album rock,Atomic Punk,,./scrapes/album rock/Atomic Punk.mp3,Atomic Punk.mp3,Van Halen,spotify:artist:2cnMpRsOVqtPMfq7YiFE6K,Van Halen (Reissue),1978-02-07,0.368,0.991,6,-6.543,1,0.144,0.00654,0.00494,0.52,0.337,100.693,0.368,0.991,6,-6.543,1,0.144,0.00654,0.00494,0.52,0.337,100.693
classic rock,Atomic Punk,,./scrapes/classic rock/Atomic Punk.mp3,Atomic Punk.mp3,Van Halen,spotify:artist:2cnMpRsOVqtPMfq7YiFE6K,Van Halen (Reissue),1978-02-07,0.368,0.991,6,-6.543,1,0.144,0.00654,0.00494,0.52,0.337,100.693,0.368,0.991,6,-6.543,1,0.144,0.00654,0.00494,0.52,0.337,100.693
hard rock,Atomic Punk,,./scrapes/hard rock/Atomic Punk.mp3,Atomic Punk.mp3,Van Halen,spotify:artist:2cnMpRsOVqtPMfq7YiFE6K,Van Halen (Reissue),1978-02-07,0.368,0.991,6,-6.543,1,0.144,0.00654,0.00494,0.52,0.337,100.693,0.368,0.991,6,-6.543,1,0.144,0.00654,0.00494,0.52,0.337,100.693
metal,Atomic Punk,,./scrapes/metal/Atomic Punk.mp3,Atomic Punk.mp3,Van Halen,spotify:artist:2cnMpRsOVqtPMfq7YiFE6K,Van Halen (Reissue),1978-02-07,0.368,0.991,6,-6.543,1,0.144,0.00654,0.00494,0.52,0.337,100.693,0.368,0.991,6,-6.543,1,0.144,0.00654,0.00494,0.52,0.337,100.693
rock,Atomic Punk,,./scrapes/rock/Atomic Punk.mp3,Atomic Punk.mp3,Van Halen,spotify:artist:2cnMpRsOVqtPMfq7YiFE6K,Van Halen (Reissue),1978-02-07,0.368,0.991,6,-6.543,1,0.144,0.00654,0.00494,0.52,0.337,100.693,0.368,0.991,6,-6.543,1,0.144,0.00654,0.00494,0.52,0.337,100.693
acid rock,Stranglehold,,./scrapes/acid rock/Stranglehold.mp3,Stranglehold.mp3,Ted Nugent,spotify:artist:21ysNsPzHdqYN2fQ75ZswG,Ted Nugent,1975,0.484,0.711,2,-7.784,1,0.0331,0.0183,0.173,0.0941,0.49,148.189,0.484,0.711,2,-7.784,1,0.0331,0.0183,0.173,0.0941,0.49,148.189
album rock,Stranglehold,,./scrapes/album rock/Stranglehold.mp3,Stranglehold.mp3,Ted Nugent,spotify:artist:21ysNsPzHdqYN2fQ75ZswG,Ted Nugent,1975,0.484,0.711,2,-7.784,1,0.0331,0.0183,0.173,0.0941,0.49,148.189,0.484,0.711,2,-7.784,1,0.0331,0.0183,0.173,0.0941,0.49,148.189
blues rock,Stranglehold,,./scrapes/blues rock/Stranglehold.mp3,Stranglehold.mp3,Ted Nugent,spotify:artist:21ysNsPzHdqYN2fQ75ZswG,Ted Nugent,1975,0.484,0.711,2,-7.784,1,0.0331,0.0183,0.173,0.0941,0.49,148.189,0.484,0.711,2,-7.784,1,0.0331,0.0183,0.173,0.0941,0.49,148.189
classic rock,Stranglehold,,./scrapes/classic rock/Stranglehold.mp3,Stranglehold.mp3,Ted Nugent,spotify:artist:21ysNsPzHdqYN2fQ75ZswG,Ted Nugent,1975,0.484,0.711,2,-7.784,1,0.0331,0.0183,0.173,0.0941,0.49,148.189,0.484,0.711,2,-7.784,1,0.0331,0.0183,0.173,0.0941,0.49,148.189
country rock,Stranglehold,,./scrapes/country rock/Stranglehold.mp3,Stranglehold.mp3,Ted Nugent,spotify:artist:21ysNsPzHdqYN2fQ75ZswG,Ted Nugent,1975,0.484,0.711,2,-7.784,1,0.0331,0.0183,0.173,0.0941,0.49,148.189,0.484,0.711,2,-7.784,1,0.0331,0.0183,0.173,0.0941,0.49,148.189
glam metal,Stranglehold,,./scrapes/glam metal/Stranglehold.mp3,Stranglehold.mp3,Ted Nugent,spotify:artist:21ysNsPzHdqYN2fQ75ZswG,Ted Nugent,1975,0.484,0.711,2,-7.784,1,0.0331,0.0183,0.173,0.0941,0.49,148.189,0.484,0.711,2,-7.784,1,0.0331,0.0183,0.173,0.0941,0.49,148.189
hard rock,Stranglehold,,./scrapes/hard rock/Stranglehold.mp3,Stranglehold.mp3,Ted Nugent,spotify:artist:21ysNsPzHdqYN2fQ75ZswG,Ted Nugent,1975,0.484,0.711,2,-7.784,1,0.0331,0.0183,0.173,0.0941,0.49,148.189,0.484,0.711,2,-7.784,1,0.0331,0.0183,0.173,0.0941,0.49,148.189
metal,Stranglehold,,./scrapes/metal/Stranglehold.mp3,Stranglehold.mp3,Ted Nugent,spotify:artist:21ysNsPzHdqYN2fQ75ZswG,Ted Nugent,1975,0.484,0.711,2,-7.784,1,0.0331,0.0183,0.173,0.0941,0.49,148.189,0.484,0.711,2,-7.784,1,0.0331,0.0183,0.173,0.0941,0.49,148.189
rock,Stranglehold,,./scrapes/rock/Stranglehold.mp3,Stranglehold.mp3,Ted Nugent,spotify:artist:21ysNsPzHdqYN2fQ75ZswG,Ted Nugent,1975,0.484,0.711,2,-7.784,1,0.0331,0.0183,0.173,0.0941,0.49,148.189,0.484,0.711,2,-7.784,1,0.0331,0.0183,0.173,0.0941,0.49,148.189
southern rock,Stranglehold,,./scrapes/southern rock/Stranglehold.mp3,Stranglehold.mp3,Ted Nugent,spotify:artist:21ysNsPzHdqYN2fQ75ZswG,Ted Nugent,1975,0.484,0.711,2,-7.784,1,0.0331,0.0183,0.173,0.0941,0.49,148.189,0.484,0.711,2,-7.784,1,0.0331,0.0183,0.173,0.0941,0.49,148.189
album rock,Working Man,,./scrapes/album rock/Working Man.mp3,Working Man.mp3,Rush,spotify:artist:2Hkut4rAAyrQxRdof7FVJq,Rush,1974-01-01,0.208,0.832,9,-11.009,1,0.0624,0.00356,0.0537,0.199,0.648,156.938,0.208,0.832,9,-11.009,1,0.0624,0.00356,0.0537,0.199,0.648,156.938
art rock,Working Man,,./scrapes/art rock/Working Man.mp3,Working Man.mp3,Rush,spotify:artist:2Hkut4rAAyrQxRdof7FVJq,Rush,1974-01-01,0.208,0.832,9,-11.009,1,0.0624,0.00356,0.0537,0.199,0.648,156.938,0.208,0.832,9,-11.009,1,0.0624,0.00356,0.0537,0.199,0.648,156.938
canadian metal,Working Man,,./scrapes/canadian metal/Working Man.mp3,Working Man.mp3,Rush,spotify:artist:2Hkut4rAAyrQxRdof7FVJq,Rush,1974-01-01,0.208,0.832,9,-11.009,1,0.0624,0.00356,0.0537,0.199,0.648,156.938,0.208,0.832,9,-11.009,1,0.0624,0.00356,0.0537,0.199,0.648,156.938
classic canadian rock,Working Man,,./scrapes/classic canadian rock/Working Man.mp3,Working Man.mp3,Rush,spotify:artist:2Hkut4rAAyrQxRdof7FVJq,Rush,1974-01-01,0.208,0.832,9,-11.009,1,0.0624,0.00356,0.0537,0.199,0.648,156.938,0.208,0.832,9,-11.009,1,0.0624,0.00356,0.0537,0.199,0.648,156.938
classic rock,Working Man,,./scrapes/classic rock/Working Man.mp3,Working Man.mp3,Rush,spotify:artist:2Hkut4rAAyrQxRdof7FVJq,Rush,1974-01-01,0.208,0.832,9,-11.009,1,0.0624,0.00356,0.0537,0.199,0.648,156.938,0.208,0.832,9,-11.009,1,0.0624,0.00356,0.0537,0.199,0.648,156.938
hard rock,Working Man,,./scrapes/hard rock/Working Man.mp3,Working Man.mp3,Rush,spotify:artist:2Hkut4rAAyrQxRdof7FVJq,Rush,1974-01-01,0.208,0.832,9,-11.009,1,0.0624,0.00356,0.0537,0.199,0.648,156.938,0.208,0.832,9,-11.009,1,0.0624,0.00356,0.0537,0.199,0.648,156.938
metal,Working Man,,./scrapes/metal/Working Man.mp3,Working Man.mp3,Rush,spotify:artist:2Hkut4rAAyrQxRdof7FVJq,Rush,1974-01-01,0.208,0.832,9,-11.009,1,0.0624,0.00356,0.0537,0.199,0.648,156.938,0.208,0.832,9,-11.009,1,0.0624,0.00356,0.0537,0.199,0.648,156.938
progressive rock,Working Man,,./scrapes/progressive rock/Working Man.mp3,Working Man.mp3,Rush,spotify:artist:2Hkut4rAAyrQxRdof7FVJq,Rush,1974-01-01,0.208,0.832,9,-11.009,1,0.0624,0.00356,0.0537,0.199,0.648,156.938,0.208,0.832,9,-11.009,1,0.0624,0.00356,0.0537,0.199,0.648,156.938
rock,Working Man,,./scrapes/rock/Working Man.mp3,Working Man.mp3,Rush,spotify:artist:2Hkut4rAAyrQxRdof7FVJq,Rush,1974-01-01,0.208,0.832,9,-11.009,1,0.0624,0.00356,0.0537,0.199,0.648,156.938,0.208,0.832,9,-11.009,1,0.0624,0.00356,0.0537,0.199,0.648,156.938
album rock,Hair Of The Dog,,./scrapes/album rock/Hair Of The Dog.mp3,Hair Of The Dog.mp3,Nazareth,spotify:artist:6fvN9GmMCVKb5LY0WsnjFP,The Anthology,2009-07-13,0.629,0.849,4,-5.253,1,0.0496,0.0692,0.106,0.0751,0.599,128.071,0.629,0.849,4,-5.253,1,0.0496,0.0692,0.106,0.0751,0.599,128.071
blues rock,Hair Of The Dog,,./scrapes/blues rock/Hair Of The Dog.mp3,Hair Of The Dog.mp3,Nazareth,spotify:artist:6fvN9GmMCVKb5LY0WsnjFP,The Anthology,2009-07-13,0.629,0.849,4,-5.253,1,0.0496,0.0692,0.106,0.0751,0.599,128.071,0.629,0.849,4,-5.253,1,0.0496,0.0692,0.106,0.0751,0.599,128.071
classic rock,Hair Of The Dog,,./scrapes/classic rock/Hair Of The Dog.mp3,Hair Of The Dog.mp3,Nazareth,spotify:artist:6fvN9GmMCVKb5LY0WsnjFP,The Anthology,2009-07-13,0.629,0.849,4,-5.253,1,0.0496,0.0692,0.106,0.0751,0.599,128.071,0.629,0.849,4,-5.253,1,0.0496,0.0692,0.106,0.0751,0.599,128.071
hard rock,Hair Of The Dog,,./scrapes/hard rock/Hair Of The Dog.mp3,Hair Of The Dog.mp3,Nazareth,spotify:artist:6fvN9GmMCVKb5LY0WsnjFP,The Anthology,2009-07-13,0.629,0.849,4,-5.253,1,0.0496,0.0692,0.106,0.0751,0.599,128.071,0.629,0.849,4,-5.253,1,0.0496,0.0692,0.106,0.0751,0.599,128.071
mellow gold,Hair Of The Dog,,./scrapes/mellow gold/Hair Of The Dog.mp3,Hair Of The Dog.mp3,Nazareth,spotify:artist:6fvN9GmMCVKb5LY0WsnjFP,The Anthology,2009-07-13,0.629,0.849,4,-5.253,1,0.0496,0.0692,0.106,0.0751,0.599,128.071,0.629,0.849,4,-5.253,1,0.0496,0.0692,0.106,0.0751,0.599,128.071
metal,Hair Of The Dog,,./scrapes/metal/Hair Of The Dog.mp3,Hair Of The Dog.mp3,Nazareth,spotify:artist:6fvN9GmMCVKb5LY0WsnjFP,The Anthology,2009-07-13,0.629,0.849,4,-5.253,1,0.0496,0.0692,0.106,0.0751,0.599,128.071,0.629,0.849,4,-5.253,1,0.0496,0.0692,0.106,0.0751,0.599,128.071
rock,Hair Of The Dog,,./scrapes/rock/Hair Of The Dog.mp3,Hair Of The Dog.mp3,Nazareth,spotify:artist:6fvN9GmMCVKb5LY0WsnjFP,The Anthology,2009-07-13,0.629,0.849,4,-5.253,1,0.0496,0.0692,0.106,0.0751,0.599,128.071,0.629,0.849,4,-5.253,1,0.0496,0.0692,0.106,0.0751,0.599,128.071
album rock,The Sign Of The Southern Cross,,./scrapes/album rock/The Sign Of The Southern Cross.mp3,The Sign Of The Southern Cross.mp3,Black Sabbath,spotify:artist:5M52tdBnJaKSvOpJGz8mfZ,Mob Rules,1981-11-04,0.436,0.574,8,-12.435,1,0.0356,0.329,0.11,0.0885,0.344,116.837,0.436,0.574,8,-12.435,1,0.0356,0.329,0.11,0.0885,0.344,116.837
birmingham metal,The Sign Of The Southern Cross,,./scrapes/birmingham metal/The Sign Of The Southern Cross.mp3,The Sign Of The Southern Cross.mp3,Black Sabbath,spotify:artist:5M52tdBnJaKSvOpJGz8mfZ,Mob Rules,1981-11-04,0.436,0.574,8,-12.435,1,0.0356,0.329,0.11,0.0885,0.344,116.837,0.436,0.574,8,-12.435,1,0.0356,0.329,0.11,0.0885,0.344,116.837
classic rock,The Sign Of The Southern Cross,,./scrapes/classic rock/The Sign Of The Southern Cross.mp3,The Sign Of The Southern Cross.mp3,Black Sabbath,spotify:artist:5M52tdBnJaKSvOpJGz8mfZ,Mob Rules,1981-11-04,0.436,0.574,8,-12.435,1,0.0356,0.329,0.11,0.0885,0.344,116.837,0.436,0.574,8,-12.435,1,0.0356,0.329,0.11,0.0885,0.344,116.837
hard rock,The Sign Of The Southern Cross,,./scrapes/hard rock/The Sign Of The Southern Cross.mp3,The Sign Of The Southern Cross.mp3,Black Sabbath,spotify:artist:5M52tdBnJaKSvOpJGz8mfZ,Mob Rules,1981-11-04,0.436,0.574,8,-12.435,1,0.0356,0.329,0.11,0.0885,0.344,116.837,0.436,0.574,8,-12.435,1,0.0356,0.329,0.11,0.0885,0.344,116.837
metal,The Sign Of The Southern Cross,,./scrapes/metal/The Sign Of The Southern Cross.mp3,The Sign Of The Southern Cross.mp3,Black Sabbath,spotify:artist:5M52tdBnJaKSvOpJGz8mfZ,Mob Rules,1981-11-04,0.436,0.574,8,-12.435,1,0.0356,0.329,0.11,0.0885,0.344,116.837,0.436,0.574,8,-12.435,1,0.0356,0.329,0.11,0.0885,0.344,116.837
rock,The Sign Of The Southern Cross,,./scrapes/rock/The Sign Of The Southern Cross.mp3,The Sign Of The Southern Cross.mp3,Black Sabbath,spotify:artist:5M52tdBnJaKSvOpJGz8mfZ,Mob Rules,1981-11-04,0.436,0.574,8,-12.435,1,0.0356,0.329,0.11,0.0885,0.344,116.837,0.436,0.574,8,-12.435,1,0.0356,0.329,0.11,0.0885,0.344,116.837
stoner rock,The Sign Of The Southern Cross,,./scrapes/stoner rock/The Sign Of The Southern Cross.mp3,The Sign Of The Southern Cross.mp3,Black Sabbath,spotify:artist:5M52tdBnJaKSvOpJGz8mfZ,Mob Rules,1981-11-04,0.436,0.574,8,-12.435,1,0.0356,0.329,0.11,0.0885,0.344,116.837,0.436,0.574,8,-12.435,1,0.0356,0.329,0.11,0.0885,0.344,116.837
uk doom metal,The Sign Of The Southern Cross,,./scrapes/uk doom metal/The Sign Of The Southern Cross.mp3,The Sign Of The Southern Cross.mp3,Black Sabbath,spotify:artist:5M52tdBnJaKSvOpJGz8mfZ,Mob Rules,1981-11-04,0.436,0.574,8,-12.435,1,0.0356,0.329,0.11,0.0885,0.344,116.837,0.436,0.574,8,-12.435,1,0.0356,0.329,0.11,0.0885,0.344,116.837
album rock,Dissident Aggressor,https://p.scdn.co/mp3-preview/4d1ce602436235f3dafb29b01e4e363011aee37c?cid=b82fb22d072d4120850c99225ff01644,./scrapes/album rock/Dissident Aggressor.mp3,Dissident Aggressor.mp3,Judas Priest,spotify:artist:2tRsMl4eGxwoNabM08Dm4I,Sin After Sin,1977-11-15,0.246,0.979,9,-5.065,0,0.197,0.00746,0.199,0.865,0.168,103.039,0.246,0.979,9,-5.065,0,0.197,0.00746,0.199,0.865,0.168,103.039
birmingham metal,Dissident Aggressor,https://p.scdn.co/mp3-preview/4d1ce602436235f3dafb29b01e4e363011aee37c?cid=b82fb22d072d4120850c99225ff01644,./scrapes/birmingham metal/Dissident Aggressor.mp3,Dissident Aggressor.mp3,Judas Priest,spotify:artist:2tRsMl4eGxwoNabM08Dm4I,Sin After Sin,1977-11-15,0.246,0.979,9,-5.065,0,0.197,0.00746,0.199,0.865,0.168,103.039,0.246,0.979,9,-5.065,0,0.197,0.00746,0.199,0.865,0.168,103.039
classic rock,Dissident Aggressor,https://p.scdn.co/mp3-preview/4d1ce602436235f3dafb29b01e4e363011aee37c?cid=b82fb22d072d4120850c99225ff01644,./scrapes/classic rock/Dissident Aggressor.mp3,Dissident Aggressor.mp3,Judas Priest,spotify:artist:2tRsMl4eGxwoNabM08Dm4I,Sin After Sin,1977-11-15,0.246,0.979,9,-5.065,0,0.197,0.00746,0.199,0.865,0.168,103.039,0.246,0.979,9,-5.065,0,0.197,0.00746,0.199,0.865,0.168,103.039
hard rock,Dissident Aggressor,https://p.scdn.co/mp3-preview/4d1ce602436235f3dafb29b01e4e363011aee37c?cid=b82fb22d072d4120850c99225ff01644,./scrapes/hard rock/Dissident Aggressor.mp3,Dissident Aggressor.mp3,Judas Priest,spotify:artist:2tRsMl4eGxwoNabM08Dm4I,Sin After Sin,1977-11-15,0.246,0.979,9,-5.065,0,0.197,0.00746,0.199,0.865,0.168,103.039,0.246,0.979,9,-5.065,0,0.197,0.00746,0.199,0.865,0.168,103.039
metal,Dissident Aggressor,https://p.scdn.co/mp3-preview/4d1ce602436235f3dafb29b01e4e363011aee37c?cid=b82fb22d072d4120850c99225ff01644,./scrapes/metal/Dissident Aggressor.mp3,Dissident Aggressor.mp3,Judas Priest,spotify:artist:2tRsMl4eGxwoNabM08Dm4I,Sin After Sin,1977-11-15,0.246,0.979,9,-5.065,0,0.197,0.00746,0.199,0.865,0.168,103.039,0.246,0.979,9,-5.065,0,0.197,0.00746,0.199,0.865,0.168,103.039
power metal,Dissident Aggressor,https://p.scdn.co/mp3-preview/4d1ce602436235f3dafb29b01e4e363011aee37c?cid=b82fb22d072d4120850c99225ff01644,./scrapes/power metal/Dissident Aggressor.mp3,Dissident Aggressor.mp3,Judas Priest,spotify:artist:2tRsMl4eGxwoNabM08Dm4I,Sin After Sin,1977-11-15,0.246,0.979,9,-5.065,0,0.197,0.00746,0.199,0.865,0.168,103.039,0.246,0.979,9,-5.065,0,0.197,0.00746,0.199,0.865,0.168,103.039
rock,Dissident Aggressor,https://p.scdn.co/mp3-preview/4d1ce602436235f3dafb29b01e4e363011aee37c?cid=b82fb22d072d4120850c99225ff01644,./scrapes/rock/Dissident Aggressor.mp3,Dissident Aggressor.mp3,Judas Priest,spotify:artist:2tRsMl4eGxwoNabM08Dm4I,Sin After Sin,1977-11-15,0.246,0.979,9,-5.065,0,0.197,0.00746,0.199,0.865,0.168,103.039,0.246,0.979,9,-5.065,0,0.197,0.00746,0.199,0.865,0.168,103.039
speed metal,Dissident Aggressor,https://p.scdn.co/mp3-preview/4d1ce602436235f3dafb29b01e4e363011aee37c?cid=b82fb22d072d4120850c99225ff01644,./scrapes/speed metal/Dissident Aggressor.mp3,Dissident Aggressor.mp3,Judas Priest,spotify:artist:2tRsMl4eGxwoNabM08Dm4I,Sin After Sin,1977-11-15,0.246,0.979,9,-5.065,0,0.197,0.00746,0.199,0.865,0.168,103.039,0.246,0.979,9,-5.065,0,0.197,0.00746,0.199,0.865,0.168,103.039
hard rock,Trapped Under Ice,,./scrapes/hard rock/Trapped Under Ice.mp3,Trapped Under Ice.mp3,Metallica,spotify:artist:2ye2Wgw4gimLv2eAKyk1NB,Ride The Lightning,1984-07-27,0.254,0.985,9,-6.778,1,0.188,5.26e-05,0.363,0.0558,0.0397,162.947,0.254,0.985,9,-6.778,1,0.188,5.26e-05,0.363,0.0558,0.0397,162.947
metal,Trapped Under Ice,,./scrapes/metal/Trapped Under Ice.mp3,Trapped Under Ice.mp3,Metallica,spotify:artist:2ye2Wgw4gimLv2eAKyk1NB,Ride The Lightning,1984-07-27,0.254,0.985,9,-6.778,1,0.188,5.26e-05,0.363,0.0558,0.0397,162.947,0.254,0.985,9,-6.778,1,0.188,5.26e-05,0.363,0.0558,0.0397,162.947
old school thrash,Trapped Under Ice,,./scrapes/old school thrash/Trapped Under Ice.mp3,Trapped Under Ice.mp3,Metallica,spotify:artist:2ye2Wgw4gimLv2eAKyk1NB,Ride The Lightning,1984-07-27,0.254,0.985,9,-6.778,1,0.188,5.26e-05,0.363,0.0558,0.0397,162.947,0.254,0.985,9,-6.778,1,0.188,5.26e-05,0.363,0.0558,0.0397,162.947
rock,Trapped Under Ice,,./scrapes/rock/Trapped Under Ice.mp3,Trapped Under Ice.mp3,Metallica,spotify:artist:2ye2Wgw4gimLv2eAKyk1NB,Ride The Lightning,1984-07-27,0.254,0.985,9,-6.778,1,0.188,5.26e-05,0.363,0.0558,0.0397,162.947,0.254,0.985,9,-6.778,1,0.188,5.26e-05,0.363,0.0558,0.0397,162.947
thrash metal,Trapped Under Ice,,./scrapes/thrash metal/Trapped Under Ice.mp3,Trapped Under Ice.mp3,Metallica,spotify:artist:2ye2Wgw4gimLv2eAKyk1NB,Ride The Lightning,1984-07-27,0.254,0.985,9,-6.778,1,0.188,5.26e-05,0.363,0.0558,0.0397,162.947,0.254,0.985,9,-6.778,1,0.188,5.26e-05,0.363,0.0558,0.0397,162.947
album rock,Rust In Peace...Polaris,,./scrapes/album rock/Rust In Peace...Polaris.mp3,Rust In Peace...Polaris.mp3,Megadeth,spotify:artist:1Yox196W7bzVNZI7RBaPnf,Rust In Peace,1990-01-01,0.254,0.811,7,-13.416,1,0.0542,0.000573,0.221,0.11,0.416,168.398,0.254,0.811,7,-13.416,1,0.0542,0.000573,0.221,0.11,0.416,168.398
alternative metal,Rust In Peace...Polaris,,./scrapes/alternative metal/Rust In Peace...Polaris.mp3,Rust In Peace...Polaris.mp3,Megadeth,spotify:artist:1Yox196W7bzVNZI7RBaPnf,Rust In Peace,1990-01-01,0.254,0.811,7,-13.416,1,0.0542,0.000573,0.221,0.11,0.416,168.398,0.254,0.811,7,-13.416,1,0.0542,0.000573,0.221,0.11,0.416,168.398
hard rock,Rust In Peace...Polaris,,./scrapes/hard rock/Rust In Peace...Polaris.mp3,Rust In Peace...Polaris.mp3,Megadeth,spotify:artist:1Yox196W7bzVNZI7RBaPnf,Rust In Peace,1990-01-01,0.254,0.811,7,-13.416,1,0.0542,0.000573,0.221,0.11,0.416,168.398,0.254,0.811,7,-13.416,1,0.0542,0.000573,0.221,0.11,0.416,168.398
melodic thrash,Rust In Peace...Polaris,,./scrapes/melodic thrash/Rust In Peace...Polaris.mp3,Rust In Peace...Polaris.mp3,Megadeth,spotify:artist:1Yox196W7bzVNZI7RBaPnf,Rust In Peace,1990-01-01,0.254,0.811,7,-13.416,1,0.0542,0.000573,0.221,0.11,0.416,168.398,0.254,0.811,7,-13.416,1,0.0542,0.000573,0.221,0.11,0.416,168.398
metal,Rust In Peace...Polaris,,./scrapes/metal/Rust In Peace...Polaris.mp3,Rust In Peace...Polaris.mp3,Megadeth,spotify:artist:1Yox196W7bzVNZI7RBaPnf,Rust In Peace,1990-01-01,0.254,0.811,7,-13.416,1,0.0542,0.000573,0.221,0.11,0.416,168.398,0.254,0.811,7,-13.416,1,0.0542,0.000573,0.221,0.11,0.416,168.398
old school thrash,Rust In Peace...Polaris,,./scrapes/old school thrash/Rust In Peace...Polaris.mp3,Rust In Peace...Polaris.mp3,Megadeth,spotify:artist:1Yox196W7bzVNZI7RBaPnf,Rust In Peace,1990-01-01,0.254,0.811,7,-13.416,1,0.0542,0.000573,0.221,0.11,0.416,168.398,0.254,0.811,7,-13.416,1,0.0542,0.000573,0.221,0.11,0.416,168.398
rock,Rust In Peace...Polaris,,./scrapes/rock/Rust In Peace...Polaris.mp3,Rust In Peace...Polaris.mp3,Megadeth,spotify:artist:1Yox196W7bzVNZI7RBaPnf,Rust In Peace,1990-01-01,0.254,0.811,7,-13.416,1,0.0542,0.000573,0.221,0.11,0.416,168.398,0.254,0.811,7,-13.416,1,0.0542,0.000573,0.221,0.11,0.416,168.398
speed metal,Rust In Peace...Polaris,,./scrapes/speed metal/Rust In Peace...Polaris.mp3,Rust In Peace...Polaris.mp3,Megadeth,spotify:artist:1Yox196W7bzVNZI7RBaPnf,Rust In Peace,1990-01-01,0.254,0.811,7,-13.416,1,0.0542,0.000573,0.221,0.11,0.416,168.398,0.254,0.811,7,-13.416,1,0.0542,0.000573,0.221,0.11,0.416,168.398
thrash metal,Rust In Peace...Polaris,,./scrapes/thrash metal/Rust In Peace...Polaris.mp3,Rust In Peace...Polaris.mp3,Megadeth,spotify:artist:1Yox196W7bzVNZI7RBaPnf,Rust In Peace,1990-01-01,0.254,0.811,7,-13.416,1,0.0542,0.000573,0.221,0.11,0.416,168.398,0.254,0.811,7,-13.416,1,0.0542,0.000573,0.221,0.11,0.416,168.398
